Demographic Category,Demographic Variable,Cohort Year,Cohort,Total Cohort #,Total Grads #,Total Grads % of cohort,Total Regents #,Total Regents % of cohort,Total Regents % of grads,Advanced Regents #,Advanced Regents % of cohort,Advanced Regents % of grads,Regents w/o Advanced #,Regents w/o Advanced % of cohort,Regents w/o Advanced % of grads,Local #,Local % of cohort,Local % of grads,Still Enrolled #,Still Enrolled % of cohort,Dropped Out #,Dropped Out % of cohort,SACC (IEP Diploma) #,SACC (IEP Diploma) % of cohort,TASC (GED) #,TASC (GED) % of cohort
Ethnicity,White,"2,009",6 year June,"10,257",8661,84.4,8229,80.2,95.0,3271,31.9,37.8,4958,48.3,57.2,432,4.2,5.0,455,4.4,963,9.4,108,1.1,59,0.6
Ethnicity,White,"2,008",6 year June,"10,142",8371,82.5,7972,78.6,95.2,3191,31.5,38.1,4781,47.1,57.1,399,3.9,4.8,396,3.9,1066,10.5,238,2.3,65,0.6
Ethnicity,White,"2,007",6 year June,"9,914",8233,83.0,7363,74.3,89.4,3155,31.8,38.3,4208,42.4,51.1,870,8.8,10.6,266,2.7,1113,11.2,194,2.0,104,1.0
Ethnicity,White,"2,006",6 year June,"10,077",8342,82.8,7162,71.1,85.9,3214,31.9,38.5,3948,39.2,47.3,1180,11.7,14.1,280,2.8,1136,11.3,179,1.8,127,1.3
Ethnicity,White,"2,005",6 year June,"9,959",8074,81.1,6671,67.0,82.6,3201,32.1,39.6,3470,34.8,43.0,1403,14.1,17.4,311,3.1,1182,11.9,209,2.1,177,1.8
Ethnicity,White,"2,004",6 year June,"10,091",8040,79.7,6560,65.0,81.6,3343,33.1,41.6,3217,31.9,40.0,1480,14.7,18.4,410,4.1,1345,13.3,217,2.2,73,0.7
Ethnicity,White,"2,003",6 year June,"10,464",8053,77.0,6425,61.4,79.8,3132,29.9,38.9,3293,31.5,40.9,1628,15.6,20.2,295,2.8,1761,16.8,229,2.2,119,1.1
Ethnicity,White,"2,002",6 year June,"11,633",8783,75.5,6826,58.7,77.7,3214,27.6,36.6,3612,31.0,41.1,1989,17.1,22.6,348,3.0,2130,18.3,168,1.4,150,1.3
Ethnicity,White,"2,001",6 year June,"12,104",8729,72.1,6494,53.7,74.4,3328,27.5,38.1,3166,26.2,36.3,2257,18.6,25.9,258,2.1,2745,22.7,333,2.8,31,0.3
Gender,Female,"2,014",4 year August,"36,241",29375,81.1,27235,75.1,92.7,8625,23.8,29.4,18610,51.4,63.4,2140,5.9,7.3,4329,11.9,2144,5.9,132,0.4,260,0.7
Gender,Female,"2,013",4 year August,"35,191",28000,79.6,26164,74.3,93.4,8071,22.9,28.8,18093,51.4,64.6,1836,5.2,6.6,4608,13.1,2225,6.3,139,0.4,211,0.6
Gender,Female,"2,012",4 year August,"36,165",28320,78.3,26686,73.8,94.2,7551,20.9,26.7,19135,52.9,67.6,1634,4.5,5.8,4974,13.8,2465,6.8,191,0.5,192,0.5
Gender,Female,"2,011",4 year August,"36,143",27436,75.9,26065,72.1,95.0,7303,20.2,26.6,18762,51.9,68.4,1371,3.8,5.0,5504,15.2,2740,7.6,262,0.7,186,0.5
Gender,Female,"2,010",4 year August,"36,844",26836,72.8,25580,69.4,95.3,7287,19.8,27.2,18293,49.6,68.2,1256,3.4,4.7,6328,17.2,3178,8.6,286,0.8,202,0.5
Gender,Female,"2,009",4 year August,"38,582",27397,71.0,26212,67.9,95.7,7431,19.3,27.1,18781,48.7,68.6,1185,3.1,4.3,7002,18.1,3520,9.1,341,0.9,296,0.8
Gender,Female,"2,008",4 year August,"38,751",27039,69.8,25960,67.0,96.0,7212,18.6,26.7,18748,48.4,69.3,1079,2.8,4.0,7201,18.6,3770,9.7,426,1.1,293,0.8
Gender,Female,"2,007",4 year August,"38,957",27603,70.9,23580,60.5,85.4,7117,18.3,25.8,16463,42.3,59.6,4023,10.3,14.6,6497,16.7,4017,10.3,416,1.1,406,1.0
Gender,Female,"2,006",4 year August,"38,750",27409,70.7,21614,55.8,78.9,7146,18.4,26.1,14468,37.3,52.8,5795,15.0,21.1,6290,16.2,4009,10.3,484,1.2,547,1.4
Gender,Female,"2,005",4 year August,"38,282",26377,68.9,19419,50.7,73.6,6892,18.0,26.1,12527,32.7,47.5,6958,18.2,26.4,6830,17.8,3749,9.8,562,1.5,764,2.0
Gender,Female,"2,004",4 year August,"37,275",24990,67.0,17572,47.1,70.3,No Data,No Data,No Data,No Data,No Data,No Data,7421,19.9,29.7,7536,20.2,4144,11.1,No Data,No Data,No Data,No Data
Gender,Female,"2,014",4 year June,"36,241",28372,78.3,26499,73.1,93.4,8592,23.7,30.3,17907,49.4,63.1,1873,5.2,6.6,5331,14.7,2144,5.9,133,0.4,260,0.7
Gender,Female,"2,013",4 year June,"35,191",27025,76.8,25405,72.2,94.0,8041,22.8,29.8,17364,49.3,64.3,1620,4.6,6.0,5578,15.9,2225,6.3,144,0.4,211,0.6
Gender,Female,"2,012",4 year June,"36,165",27324,75.6,25897,71.6,94.8,7532,20.8,27.6,18365,50.8,67.2,1427,3.9,5.2,5964,16.5,2465,6.8,195,0.5,192,0.5
Gender,Female,"2,011",4 year June,"36,143",26418,73.1,25223,69.8,95.5,7279,20.1,27.6,17944,49.6,67.9,1195,3.3,4.5,6514,18.0,2740,7.6,269,0.7,186,0.5
Gender,Female,"2,010",4 year June,"36,844",25388,68.9,24303,66.0,95.7,7236,19.6,28.5,17067,46.3,67.2,1085,2.9,4.3,7773,21.1,3178,8.6,288,0.8,202,0.5
Gender,Female,"2,009",4 year June,"38,582",25671,66.5,24687,64.0,96.2,7366,19.1,28.7,17321,44.9,67.5,984,2.6,3.8,8694,22.5,3525,9.1,368,1.0,296,0.8
Gender,Female,"2,008",4 year June,"38,751",25415,65.6,24509,63.2,96.4,7178,18.5,28.2,17331,44.7,68.2,906,2.3,3.6,8790,22.7,3786,9.8,445,1.1,293,0.8
Gender,Female,"2,007",4 year June,"38,957",25869,66.4,22648,58.1,87.5,7065,18.1,27.3,15583,40.0,60.2,3221,8.3,12.5,8175,21.0,4062,10.4,435,1.1,400,1.0
Gender,Female,"2,006",4 year June,"38,750",25946,67.0,20942,54.0,80.7,7098,18.3,27.4,13844,35.7,53.4,5004,12.9,19.3,7717,19.9,4045,10.4,484,1.2,547,1.4
Gender,Female,"2,005",4 year June,"38,282",25056,65.5,18924,49.4,75.5,6863,17.9,27.4,12061,31.5,48.1,6132,16.0,24.5,8147,21.3,3751,9.8,564,1.5,764,2.0
Gender,Female,"2,004",4 year June,"37,275",23485,63.0,16970,45.5,72.3,6910,18.5,29.4,10060,27.0,42.8,6515,17.5,27.7,9040,24.3,4145,11.1,561,1.5,41,0.1
Gender,Female,"2,003",4 year June,"36,829",21942,59.6,15381,41.8,70.1,6375,17.3,29.1,9006,24.5,41.0,6561,17.8,29.9,9253,25.1,4862,13.2,486,1.3,236,0.6
Gender,Female,"2,002",4 year June,"37,040",20565,55.5,13986,37.8,68.0,5155,13.9,25.1,8831,23.8,42.9,6601,17.8,32.1,9628,26.0,5810,15.7,443,1.2,435,1.2
Gender,Female,"2,001",4 year June,"36,069",19424,53.9,12455,34.5,64.1,5147,14.3,26.5,7308,20.3,37.6,6985,19.4,36.0,9075,25.2,6699,18.6,740,2.1,119,0.3
Gender,Female,"2,013",5 year August,"35,138",29363,83.6,27110,77.2,92.3,8061,22.9,27.5,19049,54.2,64.9,2253,6.4,7.7,1962,5.6,3168,9.0,346,1.0,293,0.8
Gender,Female,"2,012",5 year August,"36,204",29910,82.6,27854,76.9,93.1,7560,20.9,25.3,20294,56.1,67.9,2056,5.7,6.9,2201,6.1,3419,9.4,423,1.2,236,0.7
Gender,Female,"2,011",5 year August,"36,096",29351,81.3,27545,76.3,93.8,7306,20.2,24.9,20239,56.1,69.0,1806,5.0,6.2,2097,5.8,3950,10.9,442,1.2,232,0.6
Gender,Female,"2,010",5 year August,"36,747",28901,78.6,27244,74.1,94.3,7310,19.9,25.3,19934,54.2,69.0,1657,4.5,5.7,2581,7.0,4542,12.4,439,1.2,262,0.7
Gender,Female,"2,009",5 year August,"38,435",29557,76.9,28027,72.9,94.8,7450,19.4,25.2,20577,53.5,69.6,1530,4.0,5.2,3074,8.0,5012,13.0,413,1.1,347,0.9
Gender,Female,"2,008",5 year August,"38,643",29069,75.2,27654,71.6,95.1,7232,18.7,24.9,20422,52.8,70.3,1415,3.7,4.9,3157,8.2,5320,13.8,713,1.8,350,0.9
Gender,Female,"2,007",5 year August,"38,756",29452,76.0,24413,63.0,82.9,7115,18.4,24.2,17298,44.6,58.7,5039,13.0,17.1,1945,5.0,6140,15.8,750,1.9,448,1.2
Gender,Female,"2,006",5 year August,"39,010",29514,75.7,22491,57.7,76.2,7171,18.4,24.3,15320,39.3,51.9,7023,18.0,23.8,2164,5.5,5931,15.2,844,2.2,537,1.4
Gender,Female,"2,013",5 year June,"35,138",29173,83.0,26990,76.8,92.5,8060,22.9,27.6,18930,53.9,64.9,2183,6.2,7.5,2143,6.1,3177,9.0,346,1.0,293,0.8
Gender,Female,"2,012",5 year June,"36,204",29699,82.0,27706,76.5,93.3,7560,20.9,25.5,20146,55.6,67.8,1993,5.5,6.7,2402,6.6,3429,9.5,423,1.2,236,0.7
Gender,Female,"2,011",5 year June,"36,096",29094,80.6,27364,75.8,94.1,7306,20.2,25.1,20058,55.6,68.9,1730,4.8,5.9,2344,6.5,3957,11.0,442,1.2,232,0.6
Gender,Female,"2,010",5 year June,"36,747",28618,77.9,27015,73.5,94.4,7309,19.9,25.5,19706,53.6,68.9,1603,4.4,5.6,2838,7.7,4565,12.4,442,1.2,262,0.7
Gender,Female,"2,009",5 year June,"38,435",29142,75.8,27688,72.0,95.0,7449,19.4,25.6,20239,52.7,69.4,1454,3.8,5.0,3467,9.0,5031,13.1,415,1.1,347,0.9
Gender,Female,"2,008",5 year June,"38,643",28671,74.2,27323,70.7,95.3,7231,18.7,25.2,20092,52.0,70.1,1348,3.5,4.7,3507,9.1,5358,13.9,720,1.9,350,0.9
Gender,Female,"2,007",5 year June,"38,756",29137,75.2,24294,62.7,83.4,7114,18.4,24.4,17180,44.3,59.0,4843,12.5,16.6,2161,5.6,6233,16.1,756,2.0,448,1.2
Gender,Female,"2,006",5 year June,"39,010",29185,74.8,22387,57.4,76.7,7171,18.4,24.6,15216,39.0,52.1,6798,17.4,23.3,2412,6.2,6025,15.4,844,2.2,525,1.3
Gender,Female,"2,005",5 year June,"38,677",28405,73.4,20237,52.3,71.2,6947,18.0,24.5,13290,34.4,46.8,8168,21.1,28.8,2674,6.9,6049,15.6,827,2.1,700,1.8
Gender,Female,"2,004",5 year June,"37,530",27044,72.1,18281,48.7,67.6,7024,18.7,26.0,11257,30.0,41.6,8763,23.3,32.4,2984,8.0,5722,15.2,820,2.2,957,2.5
Gender,Female,"2,003",5 year June,"36,829",25263,68.6,16371,44.5,64.8,6465,17.6,25.6,9906,26.9,39.2,8892,24.1,35.2,3597,9.8,6782,18.4,874,2.4,261,0.7
Gender,Female,"2,002",5 year June,"37,040",24040,64.9,15053,40.6,62.6,5283,14.3,22.0,9770,26.4,40.6,9116,24.6,37.9,3818,10.3,7845,21.2,732,2.0,442,1.2
Gender,Female,"2,001",5 year June,"36,069",22680,62.9,13210,36.6,58.2,5243,14.5,23.1,7967,22.1,35.1,9501,26.3,41.9,3265,9.1,8931,24.8,1041,2.9,119,0.3
Gender,Female,"2,012",6 year June,"36,193",30358,83.9,28129,77.7,92.7,7560,20.9,24.9,20569,56.8,67.8,2229,6.2,7.3,1330,3.7,3736,10.3,456,1.3,258,0.7
Gender,Female,"2,011",6 year June,"36,157",29855,82.6,27900,77.2,93.5,7307,20.2,24.5,20593,57.0,69.0,1955,5.4,6.5,1349,3.7,4195,11.6,486,1.3,253,0.7
Gender,Female,"2,010",6 year June,"36,754",29565,80.4,27717,75.4,93.7,7311,19.9,24.7,20406,55.5,69.0,1848,5.0,6.3,1509,4.1,4913,13.4,474,1.3,269,0.7
Gender,Female,"2,009",6 year June,"38,445",30332,78.9,28642,74.5,94.4,7452,19.4,24.6,21190,55.1,69.9,1690,4.4,5.6,1884,4.9,5412,14.1,442,1.1,353,0.9
Gender,Female,"2,008",6 year June,"38,621",29765,77.1,28209,73.0,94.8,7233,18.7,24.3,20976,54.3,70.5,1556,4.0,5.2,1788,4.6,5739,14.9,953,2.5,347,0.9
Gender,Female,"2,007",6 year June,"38,787",30063,77.5,24736,63.8,82.3,7129,18.4,23.7,17607,45.4,58.6,5327,13.7,17.7,1039,2.7,6393,16.5,814,2.1,457,1.2
Gender,Female,"2,006",6 year June,"38,631",30108,77.9,22675,58.7,75.3,7174,18.6,23.8,15501,40.1,51.5,7433,19.2,24.7,970,2.5,6178,16.0,815,2.1,531,1.4
Gender,Female,"2,005",6 year June,"38,643",29365,76.0,20497,53.0,69.8,6952,18.0,23.7,13545,35.1,46.1,8868,22.9,30.2,1355,3.5,6371,16.5,877,2.3,648,1.7
Gender,Female,"2,004",6 year June,"37,560",28080,74.8,18546,49.4,66.0,7025,18.7,25.0,11521,30.7,41.0,9534,25.4,34.0,1815,4.8,6364,16.9,841,2.2,424,1.1
Gender,Female,"2,003",6 year June,"36,893",26309,71.3,16590,45.0,63.1,6471,17.5,24.6,10119,27.4,38.5,9719,26.3,36.9,1665,4.5,7383,20.0,922,2.5,562,1.5
Gender,Female,"2,002",6 year June,"37,040",25053,67.6,15231,41.1,60.8,5290,14.3,21.1,9941,26.8,39.7,9951,26.9,39.7,1958,5.3,8590,23.2,824,2.2,452,1.2
Gender,Female,"2,001",6 year June,"36,069",23594,65.4,13365,37.1,56.6,5249,14.6,22.2,8116,22.5,34.4,10292,28.5,43.6,1302,3.6,9893,27.4,1128,3.1,119,0.3
Gender,Male,"2,014",4 year August,"38,707",27548,71.2,24924,64.4,90.5,7033,18.2,25.5,17891,46.2,64.9,2624,6.8,9.5,7069,18.3,3470,9.0,219,0.6,393,1.0
Gender,Male,"2,013",4 year August,"37,963",26324,69.3,24107,63.5,91.6,6688,17.6,25.4,17419,45.9,66.2,2217,5.8,8.4,7383,19.4,3509,9.2,289,0.8,358,0.9
Gender,Male,"2,012",4 year August,"38,007",25841,68.0,23894,62.9,92.5,6258,16.5,24.2,17636,46.4,68.2,1947,5.1,7.5,7629,20.1,3805,10.0,276,0.7,290,0.8
Gender,Male,"2,011",4 year August,"38,220",24973,65.3,23299,61.0,93.3,6336,16.6,25.4,16963,44.4,67.9,1674,4.4,6.7,8423,22.0,3924,10.3,479,1.3,298,0.8
Gender,Male,"2,010",4 year August,"38,680",24845,64.2,22983,59.4,92.5,6134,15.9,24.7,16849,43.6,67.8,1862,4.8,7.5,8799,22.7,4131,10.7,495,1.3,282,0.7
Gender,Male,"2,009",4 year August,"40,139",24573,61.2,23046,57.4,93.8,6104,15.2,24.8,16942,42.2,68.9,1527,3.8,6.2,9575,23.9,4843,12.1,607,1.5,397,1.0
Gender,Male,"2,008",4 year August,"40,968",24534,59.9,23044,56.2,93.9,6052,14.8,24.7,16992,41.5,69.3,1490,3.6,6.1,9862,24.1,5326,13.0,667,1.6,488,1.2
Gender,Male,"2,007",4 year August,"40,519",24466,60.4,20636,50.9,84.3,5960,14.7,24.4,14676,36.2,60.0,3830,9.5,15.7,8906,22.0,5614,13.9,584,1.4,866,2.1
Gender,Male,"2,006",4 year August,"39,596",23597,59.6,18537,46.8,78.6,5855,14.8,24.8,12682,32.0,53.7,5060,12.8,21.4,8685,21.9,5431,13.7,738,1.9,1117,2.8
Gender,Male,"2,005",4 year August,"39,096",22122,56.6,16299,41.7,73.7,5725,14.6,25.9,10574,27.0,47.8,5822,14.9,26.3,9634,24.6,5406,13.8,774,2.0,1160,3.0
Gender,Male,"2,004",4 year August,"37,734",20500,54.3,14404,38.2,70.3,No Data,No Data,No Data,No Data,No Data,No Data,6101,16.2,29.8,10133,26.9,5982,15.9,No Data,No Data,No Data,No Data
Gender,Male,"2,014",4 year June,"38,707",26098,67.4,23840,61.6,91.3,6990,18.1,26.8,16850,43.5,64.6,2258,5.8,8.7,8514,22.0,3470,9.0,224,0.6,393,1.0
Gender,Male,"2,013",4 year June,"37,963",24993,65.8,23071,60.8,92.3,6635,17.5,26.5,16436,43.3,65.8,1922,5.1,7.7,8704,22.9,3509,9.2,298,0.8,358,0.9
Gender,Male,"2,012",4 year June,"38,007",24586,64.7,22895,60.2,93.1,6219,16.4,25.3,16676,43.9,67.8,1691,4.4,6.9,8880,23.4,3806,10.0,279,0.7,290,0.8
Gender,Male,"2,011",4 year June,"38,220",23581,61.7,22165,58.0,94.0,6285,16.4,26.7,15880,41.5,67.3,1416,3.7,6.0,9805,25.7,3926,10.3,485,1.3,298,0.8
Gender,Male,"2,010",4 year June,"38,680",23061,59.6,21471,55.5,93.1,6051,15.6,26.2,15420,39.9,66.9,1590,4.1,6.9,10575,27.3,4133,10.7,499,1.3,282,0.7
Gender,Male,"2,009",4 year June,"40,139",22565,56.2,21302,53.1,94.4,6034,15.0,26.7,15268,38.0,67.7,1263,3.1,5.6,11552,28.8,4845,12.1,636,1.6,397,1.0
Gender,Male,"2,008",4 year June,"40,968",22758,55.6,21515,52.5,94.5,5997,14.6,26.4,15518,37.9,68.2,1243,3.0,5.5,11595,28.3,5345,13.0,691,1.7,488,1.2
Gender,Male,"2,007",4 year June,"40,519",22511,55.6,19458,48.0,86.4,5893,14.5,26.2,13565,33.5,60.3,3053,7.5,13.6,10785,26.6,5678,14.0,625,1.5,833,2.1
Gender,Male,"2,006",4 year June,"39,596",21840,55.2,17628,44.5,80.7,5787,14.6,26.5,11841,29.9,54.2,4212,10.6,19.3,10420,26.3,5452,13.8,738,1.9,1118,2.8
Gender,Male,"2,005",4 year June,"39,096",20559,52.6,15565,39.8,75.7,5649,14.4,27.5,9916,25.4,48.2,4993,12.8,24.3,11196,28.6,5406,13.8,775,2.0,1160,3.0
Gender,Male,"2,004",4 year June,"37,734",18828,49.9,13682,36.3,72.7,5682,15.1,30.2,8000,21.2,42.5,5146,13.6,27.3,11804,31.3,5982,15.9,848,2.2,268,0.7
Gender,Male,"2,003",4 year June,"37,059",17048,46.0,12064,32.6,70.8,4981,13.4,29.2,7083,19.1,41.5,4984,13.4,29.2,12100,32.7,6842,18.5,627,1.7,397,1.1
Gender,Male,"2,002",4 year June,"37,471",15987,42.7,11112,29.7,69.5,4280,11.4,26.8,6832,18.2,42.7,4888,13.0,30.6,12093,32.3,7948,21.2,567,1.5,667,1.8
Gender,Male,"2,001",4 year June,"38,074",15079,39.6,9742,25.6,64.6,4102,10.8,27.2,5640,14.8,37.4,5348,14.0,35.5,12019,31.6,9638,25.3,1155,3.0,175,0.5
Gender,Male,"2,013",5 year August,"37,744",28069,74.4,25202,66.8,89.8,6593,17.5,23.5,18609,49.3,66.3,2867,7.6,10.2,3286,8.7,5115,13.6,825,2.2,432,1.1
Gender,Male,"2,012",5 year August,"37,895",27773,73.3,25313,66.8,91.1,6269,16.5,22.6,19044,50.3,68.6,2460,6.5,8.9,3563,9.4,5337,14.1,695,1.8,380,1.0
Gender,Male,"2,011",5 year August,"38,219",27191,71.1,24985,65.4,91.9,6352,16.6,23.4,18633,48.8,68.5,2206,5.8,8.1,3777,9.9,5884,15.4,845,2.2,361,0.9
Gender,Male,"2,010",5 year August,"38,495",27231,70.7,24810,64.4,91.1,6160,16.0,22.6,18650,48.4,68.5,2421,6.3,8.9,4021,10.4,5953,15.5,777,2.0,352,0.9
Gender,Male,"2,009",5 year August,"39,880",27224,68.3,25177,63.1,92.5,6138,15.4,22.5,19039,47.7,69.9,2047,5.1,7.5,4466,11.2,6719,16.8,815,2.0,468,1.2
Gender,Male,"2,008",5 year August,"40,719",26938,66.2,25024,61.5,92.9,6089,15.0,22.6,18935,46.5,70.3,1914,4.7,7.1,4543,11.2,7252,17.8,1295,3.2,531,1.3
Gender,Male,"2,007",5 year August,"40,166",26701,66.5,21691,54.0,81.2,5910,14.7,22.1,15781,39.3,59.1,5010,12.5,18.8,3017,7.5,8327,20.7,1199,3.0,834,2.1
Gender,Male,"2,006",5 year August,"40,146",26194,65.2,19698,49.1,75.2,5904,14.7,22.5,13794,34.4,52.7,6496,16.2,24.8,3486,8.7,7946,19.8,1384,3.4,1074,2.7
Gender,Male,"2,013",5 year June,"37,744",27790,73.6,25039,66.3,90.1,6591,17.5,23.7,18448,48.9,66.4,2751,7.3,9.9,3558,9.4,5119,13.6,828,2.2,432,1.1
Gender,Male,"2,012",5 year June,"37,895",27512,72.6,25145,66.4,91.4,6269,16.5,22.8,18876,49.8,68.6,2367,6.2,8.6,3817,10.1,5342,14.1,695,1.8,380,1.0
Gender,Male,"2,011",5 year June,"38,219",26869,70.3,24753,64.8,92.1,6351,16.6,23.6,18402,48.1,68.5,2116,5.5,7.9,4089,10.7,5890,15.4,848,2.2,361,0.9
Gender,Male,"2,010",5 year June,"38,495",26876,69.8,24537,63.7,91.3,6158,16.0,22.9,18379,47.7,68.4,2339,6.1,8.7,4364,11.3,5963,15.5,779,2.0,352,0.9
Gender,Male,"2,009",5 year June,"39,880",26740,67.1,24783,62.1,92.7,6135,15.4,22.9,18648,46.8,69.7,1957,4.9,7.3,4926,12.4,6735,16.9,823,2.1,468,1.2
Gender,Male,"2,008",5 year June,"40,719",26461,65.0,24631,60.5,93.1,6082,14.9,23.0,18549,45.6,70.1,1830,4.5,6.9,4980,12.2,7281,17.9,1304,3.2,531,1.3
Gender,Male,"2,007",5 year June,"40,166",26267,65.4,21476,53.5,81.8,5909,14.7,22.5,15567,38.8,59.3,4791,11.9,18.2,3346,8.3,8425,21.0,1206,3.0,834,2.1
Gender,Male,"2,006",5 year June,"40,146",25751,64.1,19531,48.6,75.8,5904,14.7,22.9,13627,33.9,52.9,6220,15.5,24.2,3816,9.5,8078,20.1,1384,3.4,1054,2.6
Gender,Male,"2,005",5 year June,"39,470",24583,62.3,17374,44.0,70.7,5827,14.8,23.7,11547,29.3,47.0,7209,18.3,29.3,3992,10.1,8210,20.8,1295,3.3,1340,3.4
Gender,Male,"2,004",5 year June,"38,095",22915,60.2,15258,40.1,66.6,5817,15.3,25.4,9441,24.8,41.2,7657,20.1,33.4,4381,11.5,8064,21.2,1284,3.4,1444,3.8
Gender,Male,"2,003",5 year June,"37,059",21002,56.7,13516,36.5,64.4,5129,13.8,24.4,8387,22.6,39.9,7486,20.2,35.6,4923,13.3,9313,25.1,1255,3.4,520,1.4
Gender,Male,"2,002",5 year June,"37,471",19795,52.8,12425,33.2,62.8,4462,11.9,22.5,7963,21.3,40.2,7509,20.0,37.9,5109,13.6,10589,28.3,1082,2.9,678,1.8
Gender,Male,"2,001",5 year June,"38,074",18637,48.9,10715,28.1,57.5,4206,11.0,22.6,6509,17.1,34.9,7964,20.9,42.7,5070,13.3,12451,32.7,1698,4.5,175,0.5
Gender,Male,"2,012",6 year June,"37,681",28445,75.5,25737,68.3,90.5,6270,16.6,22.0,19467,51.7,68.4,2708,7.2,9.5,2139,5.7,5851,15.5,777,2.1,395,1.0
Gender,Male,"2,011",6 year June,"38,172",27922,73.1,25496,66.8,91.3,6354,16.6,22.8,19142,50.1,68.6,2426,6.4,8.7,2430,6.4,6399,16.8,912,2.4,385,1.0
Gender,Male,"2,010",6 year June,"38,500",28068,72.9,25424,66.0,90.6,6162,16.0,22.0,19262,50.0,68.6,2644,6.9,9.4,2513,6.5,6533,17.0,835,2.2,348,0.9
Gender,Male,"2,009",6 year June,"39,842",28173,70.7,25874,64.9,91.8,6140,15.4,21.8,19734,49.5,70.0,2299,5.8,8.2,2657,6.7,7406,18.6,890,2.2,497,1.2
Gender,Male,"2,008",6 year June,"40,612",27810,68.5,25652,63.2,92.2,6091,15.0,21.9,19561,48.2,70.3,2158,5.3,7.8,2563,6.3,7806,19.2,1746,4.3,522,1.3
Gender,Male,"2,007",6 year June,"40,211",27588,68.6,22231,55.3,80.6,5980,14.9,21.7,16251,40.4,58.9,5357,13.3,19.4,1748,4.3,8647,21.5,1334,3.3,771,1.9
Gender,Male,"2,006",6 year June,"39,415",27013,68.5,20014,50.8,74.1,5890,14.9,21.8,14124,35.8,52.3,6999,17.8,25.9,1514,3.8,8440,21.4,1359,3.4,1010,2.6
Gender,Male,"2,005",6 year June,"39,351",25912,65.8,17815,45.3,68.8,5831,14.8,22.5,11984,30.5,46.2,8097,20.6,31.2,2070,5.3,8719,22.2,1375,3.5,1211,3.1
Gender,Male,"2,004",6 year June,"38,101",24299,63.8,15685,41.2,64.5,5825,15.3,24.0,9860,25.9,40.6,8614,22.6,35.5,2653,7.0,8942,23.5,1315,3.5,829,2.2
Gender,Male,"2,003",6 year June,"37,134",22277,60.0,13893,37.4,62.4,5136,13.8,23.1,8757,23.6,39.3,8384,22.6,37.6,2455,6.6,10134,27.3,1334,3.6,888,2.4
Gender,Male,"2,002",6 year June,"37,471",21014,56.1,12706,33.9,60.5,4478,12.0,21.3,8228,22.0,39.2,8447,22.5,40.2,2771,7.4,11550,30.8,1218,3.3,700,1.9
Gender,Male,"2,001",6 year June,"38,074",19757,51.9,10973,28.8,55.5,4224,11.1,21.4,6749,17.7,34.2,8888,23.3,45.0,2594,6.8,13645,35.8,1860,4.9,175,0.5
Gender by Ethnicity,Female Asian,"2,014",4 year August,"6,216",5708,91.8,5589,89.9,97.9,3466,55.8,60.7,2123,34.2,37.2,119,1.9,2.1,347,5.6,147,2.4,8,0.1,6,0.1
Gender by Ethnicity,Female Asian,"2,013",4 year August,"6,038",5534,91.7,5449,90.2,98.5,3353,55.5,60.6,2096,34.7,37.9,85,1.4,1.5,343,5.7,136,2.3,11,0.2,12,0.2
Gender by Ethnicity,Female Asian,"2,012",4 year August,"5,965",5375,90.1,5301,88.9,98.6,3067,51.4,57.1,2234,37.5,41.6,74,1.2,1.4,405,6.8,165,2.8,12,0.2,8,0.1
Gender by Ethnicity,Female Asian,"2,011",4 year August,"6,014",5359,89.1,5311,88.3,99.1,3093,51.4,57.7,2218,36.9,41.4,48,0.8,0.9,445,7.4,189,3.1,14,0.2,6,0.1
Gender by Ethnicity,Female Asian,"2,010",4 year August,"6,139",5304,86.4,5250,85.5,99.0,3076,50.1,58.0,2174,35.4,41.0,54,0.9,1.0,538,8.8,264,4.3,21,0.3,9,0.1
Gender by Ethnicity,Female Asian,"2,009",4 year August,"6,352",5491,86.4,5439,85.6,99.1,3196,50.3,58.2,2243,35.3,40.8,52,0.8,0.9,561,8.8,266,4.2,22,0.3,12,0.2
Gender by Ethnicity,Female Asian,"2,008",4 year August,"5,932",5140,86.6,5092,85.8,99.1,3000,50.6,58.4,2092,35.3,40.7,48,0.8,0.9,549,9.3,213,3.6,17,0.3,12,0.2
Gender by Ethnicity,Female Asian,"2,007",4 year August,"5,639",4937,87.6,4648,82.4,94.1,2855,50.6,57.8,1793,31.8,36.3,289,5.1,5.9,440,7.8,223,4.0,19,0.3,18,0.3
Gender by Ethnicity,Female Asian,"2,006",4 year August,"5,524",4826,87.4,4459,80.7,92.4,2756,49.9,57.1,1703,30.8,35.3,367,6.6,7.6,430,7.8,222,4.0,18,0.3,28,0.5
Gender by Ethnicity,Female Asian,"2,005",4 year August,"5,292",4537,85.7,4037,76.3,89.0,2610,49.3,57.5,1427,27.0,31.5,500,9.4,11.0,483,9.1,201,3.8,20,0.4,51,1.0
Gender by Ethnicity,Female Asian,"2,004",4 year August,"5,197",4349,83.7,3823,73.6,87.9,No Data,No Data,No Data,No Data,No Data,No Data,526,10.1,12.1,577,11.1,247,4.8,No Data,No Data,No Data,No Data
Gender by Ethnicity,Female Asian,"2,014",4 year June,"6,216",5570,89.6,5476,88.1,98.3,3445,55.4,61.8,2031,32.7,36.5,94,1.5,1.7,485,7.8,147,2.4,8,0.1,6,0.1
